"x1";"x2";"x3";"x4";"x5";"x6";"x7";"x8";"x9";"x10";"x11";"x12";"x13";"x14";"x15";"x16";"x17";"x18";"x19";"x20";"x21";"x22";"x23";"x24";"x25";"x26";"x27";"x28";"x29";"x30";"x31";"x32";"x33";"x34";"x35";"x36";"x37";"x38";"x39";"x40";"x41";"x42";"x43";"x44";"x45";"x46";"x47";"x48";"x49";"x50";"x51";"x52";"x53";"x54";"x55";"x56";"x57";"x58";"x59";"x60";"x61";"x62";"x63";"x64";"x65";"x66";"x67";"x68";"x69";"x70";"x71";"x72";"x73";"x74";"x75";"x76";"x77";"x78";"x79";"x80";"x81";"x82";"x83";"x84";"x85";"x86";"x87";"x88";"x89";"x90";"x91";"x92";"x93";"x94";"x95";"x96";"x97";"x98";"x99";"x100";"x101";"x102";"x103";"x104";"x105";"x106";"x107";"x108";"x109";"x110";"x111";"x112";"x113";"x114";"x115";"x116";"x117";"x118";"x119";"x120";"x121";"x122";"x123";"x124";"x125";"x126";"x127";"x128";"x129";"x130";"x131";"x132";"x133";"x134";"x135";"x136";"x137";"x138";"x139";"x140";"x141";"x142";"x143";"x144";"x145";"x146";"x147";"x148";"x149";"x150";"x151";"x152";"x153";"x154";"x155";"x156";"x157";"x158";"x159";"x160";"x161";"x162";"x163";"x164";"x165";"x166";"x167";"x168";"x169";"x170";"x171";"x172";"x173";"x174";"x175";"x176";"x177";"x178";"x179";"x180";"x181";"x182";"x183";"x184";"x185";"x186";"x187";"x188";"x189";"x190";"x191";"x192";"x193";"x194";"x195";"x196";"x197";"x198";"x199";"x200";"y"
3,51;7,15;6,44;6,46;-20,21;4,83;-5,68;-1,9;-8,87;-29,24;12,71;6,84;-12,84;11,03;16,59;-9,83;2,43;1,68;-6,45;35,22;17,83;4,12;21,36;20,99;-2,22;-2,98;2,95;-15,97;-16,24;-28,4;-21,29;-26,36;20,12;4,26;13,88;0,72;-11,55;-17,54;53,14;-1,76;25,3;40,33;7,31;-2,05;37,75;-19,89;-3,1;25,23;14,3;45,62;23,01;-19,48;39,43;-6,47;-20,13;-3,87;-3,85;-8,99;36,02;9,33;-44,43;38,86;-30,09;-19,52;-12,14;11,99;28,13;12,28;6,35;39,4;91,83;17,64;1,74;-2,05;-6,26;-24,94;-71,16;46,2;56,29;-17,5;15,1;-7,37;-27;-48,76;36,09;-57,85;-99,2;39,4;-36,48;-51,8;10,27;-15,88;22,86;58,19;-90,21;-60,4;-6,45;-72,19;28,64;-7,03;218,56;-30,33;-134,79;-43,24;36,09;20,8;123,09;18,85;-31,96;-80,14;-11,21;61,32;-136,88;25,53;-10,13;-12,67;30,29;-10,26;-14,94;88,74;94,22;10,14;15,66;44,7;41,94;57,75;-105,17;14,89;-47,22;21,92;-40,48;130,63;-97,54;-106,04;47,29;15,85;69,26;85,08;70,71;-77,17;-66,4;151,32;-10,54;-24,37;-51,19;-24,3;286,52;90,38;-366,47;33,63;-24,41;-29,8;-116,11;464,49;4,14;72,6;-15,52;-48,09;180,22;114,78;118,02;222,46;-12,93;-43,14;-29,59;-57,23;201,67;-69,23;15,67;-0,67;134,25;-160,63;28,07;-396,37;-108,13;73,38;-250,83;64,56;68,02;106,07;178,04;1,86;-0,34;-180,88;257,53;8,81;-170,25;195,72;55,28;10,59;269,78;129,68;42,17;-75,92;-33,71;127,15;-218,81;-103,72;227,43;-269,67;88,59
-6,38;-3,58;-5,45;21,5;-2,22;2,43;-10,89;-12,27;11,95;-6,42;12,67;25,28;-3,02;12,89;18,07;9,3;-6,82;9,13;-14,9;22,96;8,94;19,43;3,15;-4,17;-4,15;-1,49;10,94;-17,6;-22,1;-14,93;-27,71;11,16;19,11;14,64;15,64;9,17;8,07;-1,06;22,16;-11,61;40,37;15,32;2,77;-4,27;59,07;-30,48;-22,6;27,47;24,47;45,04;2,8;-14,01;32,97;6,94;-8,18;16,63;-1,07;-5,24;44,43;-8,74;-53,09;59,56;-15,9;-47,18;-10,01;-1,01;69,49;-8,6;6,01;40,63;28,16;25,67;-8,24;1,9;7,62;-15,06;15,85;19,14;65,33;-11,93;39,59;4,84;7,44;-24,17;29,29;36,79;-34,44;20,99;-58,38;-58,72;23,66;-11,54;20,46;-9,82;3,31;-2,21;-34,12;-150,31;1,01;-52,9;54,95;-14,91;-119,64;-58,82;27,22;61,08;28,25;-20,56;-6,65;-67,96;-17,37;51,29;-110,78;17,73;40,13;60,97;4,42;-38,98;-33,56;53,1;-17,78;48,41;-54,38;102,98;-22,52;5,75;9,63;-94,51;-15,99;24,72;-75,52;69,23;45,75;-149,21;187,23;-4,53;107,98;183,24;96,69;12,38;-121,89;-7,99;-16,95;-65,2;-52,51;-20,69;78,3;97,22;-3,84;51,84;-74,92;-43,98;-13,63;92,39;-122,65;58,9;12,28;6,02;49,49;46,37;12,95;132,78;-47,52;-98,19;41,85;-51,11;9,92;-61,91;68,3;-100,97;219,33;-75,06;46,74;-63,89;-12,52;43,65;-2,53;205,12;34,1;127,02;303,51;24,75;-68,78;-35,29;87,54;-65,39;-185,31;21,92;432,2;-61,67;67,45;203,28;94,55;41,66;-91,51;127,08;-16,91;-289;284,74;-125,48;116,85
0,27;-1,44;-10,21;-2,38;-5,32;2,57;6,54;-7,12;7,02;-13,07;16,19;2,5;-6,97;4,63;3,83;2,89;-1,97;9,81;-3,81;27,28;8,08;1,2;9,15;5,7;0,49;-7,97;15,07;-11,47;2,74;-22,7;-9,26;-2,44;4,53;26,71;4,63;4,26;-0,89;-3,6;33,46;18,03;11,93;15,59;11,86;8,6;23,41;-4,71;1,11;12,91;28,95;21,48;16,12;-17,53;28,06;-13,22;-8,96;3,13;-9,04;-3,57;11,53;1,6;-16,45;16,96;0,35;2,7;-25,31;-14,45;26,07;33,92;-2,68;37,34;42,98;19,66;-12,09;-3;-21,46;-27,01;-60,23;31,8;15,07;8,4;19,13;14,01;-12,2;-50,13;26,13;-48,19;-66,3;32,89;-47,1;-74,34;-19,99;4,94;18,89;-2,79;-45,31;-64,7;15,22;-50,9;-4,46;-29,84;156,29;-13,31;-88,74;-3,41;31,2;34,3;82,5;10,28;-33,53;-29,22;2,09;29;-110,9;-26,27;50,84;11,71;34,05;-40,35;-27,23;98,32;75,04;50,76;-21,98;38,76;57,77;41,98;-106,7;-85,88;-17,93;-8,95;-30,78;99,49;-28,18;-126,43;153,39;9,1;60,12;113,18;104,07;-68,03;-72,25;69,91;-17,32;-6,01;-22,84;11,67;200,89;65,53;-268,48;-46,27;-95,17;9,97;-85,64;321,99;-99,88;75,5;3,57;-10,64;114,33;73,78;86,37;185,7;-23,84;-88,96;35,85;-119,96;159,91;-158,9;57,26;14,66;78,53;-49,41;65,92;-215,97;-36,23;27,11;-90,71;6,64;-19,89;-31,91;324,56;-50,18;-85,95;-148,22;176,77;71,94;-210,48;57,06;387,43;11,57;193,15;191,28;-10,57;-46;-115,04;110,92;-151,66;-255,68;339,88;-153,14;75,37
-0,87;-0,48;-0,33;7,04;-3,92;0,35;-1,11;-21,68;-0,85;-5,21;1,39;16,04;-4,62;10,56;14,3;-0,2;13,19;0,87;4,61;29,01;11,4;12,91;14,49;-3,1;0,33;-1,61;7,7;-11,66;8,25;-7,63;-10,75;0,45;-2,92;27,8;14,61;-33,86;11,94;7,46;29,17;6,81;0,31;15,03;-7,28;3,81;-4,3;8,5;4,09;2,31;1,22;34,2;31;-19,88;-12,58;-11,92;-15,47;-19,12;-17,14;-11,28;0,91;-4,06;34,42;-6,9;-9,93;37;-24,92;6,59;8,21;23,42;8,06;16,79;56,04;52,88;15,01;10,22;-7,28;-21,73;-55,14;14,2;-1,02;-31,71;1,63;9,83;-23,08;-28,19;26,37;-46,95;-43,4;11,51;-24,41;-21,75;-23,88;-21,38;31,05;10,87;-62,91;-75,92;-28,01;31,65;-33,2;17,2;108,7;-10,29;-52,55;9,77;27,95;25,03;84,7;13,56;6,84;-37,44;0,53;24,85;-76,03;24,28;43,82;8,5;12,22;-47,6;-29,95;51,91;57,57;-41,12;-13,88;-33,67;46,18;24,6;-62,27;-47,56;-15,69;48,67;56,18;107,85;-42,92;-66,16;49,11;5,47;-2,51;-13,06;51,78;-86,91;-50,7;7,34;-7,85;32,84;-15,68;-25,85;155,35;31,18;-219,65;1,76;-32,32;27,11;-22,1;326,25;-75,14;-15,41;7,06;46,95;40,38;94,3;64,89;134,14;36,18;-18,44;-14,23;-15;125,16;-58,21;41,05;60,71;-65,84;-44,15;17,2;-286,32;-44,09;24,13;-16,65;44,18;-29,37;-2,62;123,38;-31,9;20,91;-133,41;108,71;150,11;-86,54;69,92;192,27;28,04;177,53;139,17;-26,7;-94,9;-57,98;73,23;-121,36;-127,1;58,7;-195,45;45,36
12,08;10,52;-0,49;10,99;-4,03;-1,19;6,19;4,72;-0,73;-0,4;11,97;-4,67;-18,41;1,95;2,28;1,56;0,46;6,53;4,79;9,32;3,88;-16,94;11,74;13,68;4,97;-21,01;2,76;-21,08;1,01;-3,89;-15,37;-2,75;7,97;5,8;-7,05;3,94;-2,1;1,71;22,26;5,25;-1,14;5,55;0,69;3,66;-9,43;-5,1;5,72;6,95;7,94;38,81;30,9;-6,5;32,02;-9,92;7,56;-3,32;20,08;25,2;10,57;-17,8;-4,81;12,99;-26,92;2,61;-14,08;-1,26;15,16;5,64;19,46;14,38;59,02;1,91;-13,84;-13,36;-37,26;-8,72;-31,5;-1,29;5,86;49,63;-3,01;9,42;-11,86;-23,64;0,36;-41,01;-106,12;60,3;1,99;-4,49;8,97;14,1;-16,87;20,29;-81,7;-156,11;14,22;-52,49;-34,17;17,39;207,85;-46,02;-65,06;-25,37;44,55;6,79;184,27;-17,66;1,25;-59,57;105,14;31,85;-33,15;14,66;-9,68;-14,56;24,27;-10,4;-32,37;52,27;128,82;-19,23;5,51;31,44;67,19;17,04;-65,77;-12,12;-146,72;-52,16;-16,27;160,72;-75,96;23,17;22,87;-8,97;7,09;8,78;-0,02;6,01;-10,73;39,11;12,24;65,49;-149,84;40,02;584,5;45,06;-525,61;-26,44;-29,1;-6,61;-260,15;547,84;3,09;84,3;50,42;-10,63;272,72;199,49;112,45;74,45;-34,28;34,79;-7,12;73,24;293,94;-47,45;-2,25;80,35;-43,1;-56,53;-19,78;-214,81;6,58;-45,3;8,33;-34,72;-27,44;-41,05;16,93;12,22;9,94;-505,4;1,95;1,58;-30,5;30,8;27,63;-43,83;438,61;58,73;-110,59;-7,01;-9,55;63,05;-301,03;-63,76;14,49;-236,99;45,52
2,14;5,87;-7,42;1,41;0,12;-0,94;4,42;-2,98;-2,44;-1,67;14,55;0,12;-2,26;-5,5;21,93;-0,77;-1,41;-3,47;6,06;28,6;12,03;27,39;16,5;-8,26;-9,62;-0,32;9,8;-1,56;-6,86;-29,04;-8,37;-5,19;20,98;1,69;5,03;6,77;8,52;4,36;10,32;1,95;2,58;31,21;-2,22;7,3;-0,42;6,74;-3,7;16;-10,27;30,91;21,61;-35,52;25,79;-8,49;-22,36;-17,18;-21,58;0,53;6,64;17,5;-23,44;23,04;-1,71;-20,42;4,49;6,69;8,23;-2,3;6,14;36,32;52,96;-11,78;-13,98;1,56;1,69;4,88;-49,31;18,82;10,27;4,79;16,41;-8,66;-15,62;-26,56;17,54;-46,77;-48,2;3,16;-39,48;-29,31;1,74;3,35;-25,51;48,75;-66,18;-68,65;3,3;-48,25;-5,43;-6,57;100,66;-11,34;-105,24;-21,9;12,76;10,81;61,99;-8,56;-7,95;-17,94;-29,66;42,81;-107,95;-12,73;5,46;-16,87;11,8;-21,32;-29,88;21,24;29,78;4,22;6,23;7,02;41,17;61,88;-64,47;8,47;24,73;-26,63;-40,63;123,69;-43,21;-69,53;20,51;16,61;24,99;17,94;61,5;-66,19;-66,05;87,76;-6,78;-2,94;3,73;10,59;97,46;37,18;-145,6;-8,32;-17,33;-4,97;-8,27;289,32;18,85;65,83;27,37;-38,63;9,05;72,6;87,91;133,83;-37,2;-19,34;-30,53;-55,16;81,75;-17,52;65,58;-7,72;47,23;-40,41;25,97;-253,01;-78,15;103,75;-180,3;50,13;12,5;-75,47;90,57;26,6;35,41;-37,29;137,81;-35,09;-83,32;159,94;-97;-85,92;129,12;44,27;-45,1;-109,97;20,08;72,97;-98,81;-0,64;134,77;-204,03;11,62
6,94;-5,19;-4,69;4,15;-9,4;1,43;-3,58;-6,47;-5,22;-11,99;15,99;-6,79;-0,14;-5,36;15,98;4,48;-23,69;7,68;-8,23;15,19;-2,25;13,53;13,44;-3,06;-10,45;-3,34;5,71;-6,26;-12,63;-8,85;-13,75;2,26;8,6;10,25;-12,73;35,73;2,02;2,43;7,81;13,73;14,86;17,98;5,71;0,1;33,02;6,83;-7,73;29,5;28,65;17,28;7,21;-26,05;44,48;-7,39;-4,28;4,4;-10,51;16,35;12,1;-1,85;-46,76;2,16;-4,97;-46,64;-6,46;-3,02;48,79;14,41;5,16;17,36;26,14;3;-9,73;3,72;9,91;-19,35;-12,3;19,79;27,93;31,88;25,86;3,88;-13,55;-34,11;-4,85;3,66;-30,82;7,97;-15,94;-25,49;8,68;1,36;-28,78;30,86;-20,38;-7,67;30,87;-92,17;-30,95;6,38;41,24;-6,38;-79,28;-23,09;36,84;-8,96;-2,68;16,63;-8,93;-18,48;-31,56;36,57;-57,46;-81,77;-7,42;-13,89;86,23;-12,79;-35,42;90,68;-5,35;68,13;-4,01;56,98;-10,89;16;-8,75;-22,79;-3,89;-61,92;-73,9;70,48;-62,86;-9,61;53;-7,99;75,29;130,05;14,48;-3,85;-23,16;57,36;-2,94;-12,81;14,23;14,19;36,53;49,64;-0,74;-54,84;-37,1;14,41;-7,39;76,43;-4,89;163,49;-5,32;-169,04;2,6;47,64;44,89;117,58;-52,67;0,64;-6,92;46,45;-8,11;-58,42;52,33;14,7;183,16;-76,05;-10,49;-140,66;-53,48;-41,17;-27,55;124,29;41,89;-123,76;106,14;-17,31;0,16;28,39;43,78;-61,09;-102,1;84,65;102,29;-102,57;36,21;119,67;-63,61;17,89;-34,32;83,01;-26,82;-126,73;410,53;-128,22;50,87
-3,43;-1,59;-3,72;-0,36;-12,11;2,74;-10,56;-8,06;1,2;-6,18;16,35;4,07;4,82;7,66;9,58;14,18;4,81;0,61;-4,57;36,68;1,85;14,81;14,69;-2,21;-5,24;-0,48;5,59;3,47;-10,04;-16,05;-21,66;1,24;13,31;12,92;-6,17;3,98;-0,23;-6,3;13,01;9,83;9,2;10,82;7,53;1,81;27,56;-9,19;-4,45;16,09;17,34;17,87;22,44;-22,11;22,12;-1,84;-19,54;-5,64;1,18;2,05;26,76;21,24;-34,42;25,14;-5,62;1,74;-25,29;-23,28;39,27;22,27;1,76;28,35;42,31;16,63;1,83;1,34;-2,13;-17,9;-36,96;33,64;29,25;1,14;22,36;16,98;-18,38;-68,01;32,02;-20,87;-45,08;17,65;-30,18;-69,04;-21,01;-4,38;20,52;16,67;-41,86;-21,24;-8,34;-34,66;-8,04;-13,96;106,61;-3,67;-105,49;-16,41;50,06;29,84;43,61;22,31;-30,05;-12,33;-38,32;45,53;-95,43;-23,85;26,62;10,65;33,61;-19,3;-28,7;62,92;28,78;35,32;-16,88;29,01;21,22;38,84;-65,66;-70,7;8,95;19,3;-43,34;85,01;-25,24;-120,41;141,75;-1,06;61,57;71,17;83,31;-33,46;-101,59;62,34;-10,19;-36,51;-24,71;-23,48;92,17;49,17;-94,03;1,69;-59,85;11,11;-38,91;175,38;-112,85;34,52;-6,15;-21,29;44,72;39,25;78,77;156,81;-0,2;-66,91;23,36;-40,65;63,42;-140,14;40,3;-26,73;49,73;-70,63;34,87;-119,3;-49,36;31,81;-124,07;38,4;-12,74;-26,72;258,67;-36,36;-74,96;-4,44;165,29;41,38;-186,63;63,7;336,4;-20,33;55,29;223,9;20,85;-64,95;-115,57;132,85;-96,22;-252,16;214,42;-138,82;45,9
1,62;-1,18;12,03;1,28;2,6;-9,09;11,7;-9,97;10,72;-11,08;12,71;9,29;-5,61;2,1;17,93;5,09;13,21;-1,47;14,88;17,78;7,54;9,93;4,57;1,58;8,64;-14,47;13,76;-10,19;10,27;-6,3;-20,61;17,14;10,27;15,06;-2,55;-16,99;-0,95;-1,05;22,17;-1,27;-3,49;15,33;5,54;5,81;-32,68;-10,39;3,68;-8,51;-12,42;22,64;7,53;-17,65;11,67;-4,96;-14,39;-3,24;-6,37;3,31;12,69;13,9;21,78;6,46;-4,89;16,41;-0,01;-37,64;2,83;29,44;-0,32;33,53;47,75;8,63;0,3;-0,17;-11,71;7,61;-55,19;24,56;-4,75;40,08;-28,91;12,55;-5,59;-46,19;15,57;-48,74;-54,06;11,45;-15,76;-54,67;-19,72;6,19;-22,81;1,66;-59,46;-55,36;-26,84;-16,15;-30,31;-6,77;125,65;-61,65;-80,6;-43,74;37,43;0,17;58,13;-32,24;-20,28;-50,54;-4,13;39,42;-64,73;58,22;26,54;-8,81;-41,66;-31,1;-46,44;8,52;58,76;-80,25;-8,78;1,98;38,84;41,24;-65,62;-52,17;5,4;15,09;12,35;78,95;1;-85,23;82,08;17,51;-45,08;-106,86;59,68;-39,17;-65,19;52,37;35,34;74,74;-12,05;-4,33;162,37;14,04;-233,06;43,61;-76,22;-0,59;-79,32;285,23;-88,55;-0,06;107,37;28,95;89,43;70,58;82,85;118,42;-21,67;-23,81;-0,07;5,72;128,25;-87,85;-65,59;73,68;-170,95;-74,27;36,16;-234,99;-53,89;33,25;-107,31;-21,6;-42,48;15,98;199,06;13,72;-36,38;-107,5;110,31;39,57;-118,19;77,13;218,23;-61,86;145,74;207,57;-134,12;-74,16;-114,16;87,51;-165,19;-172,83;-355,93;-151,43;-52,8
2,4;-8,04;1,08;13,06;-1,38;-1,05;-0,94;-11,75;7,44;-1,48;31,27;2,8;-7,03;-5,87;10,01;17,1;0,51;2,2;-4,8;19,6;6,36;2,84;10,17;4,28;-11,95;-1,36;13,49;-8,6;-13,23;-24,24;-5,07;20,38;7,11;18,75;4,89;6,23;11,17;-7,6;23,5;6,54;1,54;11,98;-5,32;0,33;16,82;-1,16;-7,86;18,71;6,41;38,34;38,67;-20,72;12,79;-3,42;-21,63;-4,33;9,32;-2,83;12,21;9,45;-38,71;26,01;-25,91;-16,53;0,25;-24,12;-8,6;-1,79;13,44;28,07;62,85;-15,47;-15,68;-3,8;-15,86;-6,34;-40,16;22,4;4,54;-11,12;7,48;7,37;-6,8;-32,7;22,33;-51,96;-77,55;30,27;-48,56;-62,26;-15,63;6,53;1,51;0,93;-100,13;-99,79;13,49;-27,7;2,73;-32,7;180,88;5,41;-80,82;-4,1;10,61;5,44;125,07;2,25;-33,66;-15,61;1,89;42,22;-77,97;-3,28;35,74;20,86;18,63;-18,61;5,23;3,47;87,33;12,14;-37,08;-5,8;50,52;77,77;-102,96;-94,22;-38;4,25;-15,03;177,58;31,14;-119,17;141,26;6,61;44,12;52,89;76,53;-35,48;-97,59;22,91;-16,64;-37,51;-87,62;17,65;367,6;26,2;-300,1;-0,06;-59,42;-12,8;-174,97;442,5;-92,87;3,92;13,12;-1,31;103,54;140,16;158,72;94,76;-24,52;-97,84;47,28;-81,76;190,78;-100,23;26,19;-37,12;56,65;-116,65;51,57;-292,34;-57,6;82,2;-102,18;9,65;27,22;43,26;242,44;27,35;-71,98;-213,95;72,85;0,02;-126,65;-6,43;285,47;-11,78;233,93;130,93;48,91;-132,17;-83,13;124,48;-252,59;-187,57;108,91;-277,17;19,68
6,5;10,14;-4,72;15,94;-7,59;-3,62;-6,5;-7,57;3,05;-1,27;3,84;7,53;-11,67;14,12;19,46;2,01;5,55;7,31;-4,15;20,21;0,6;5,39;11,85;-0,31;-8,07;-5,53;6,47;-18,47;-11,04;0,66;-22,2;7,67;3,01;4,57;8,26;-13,13;-4,43;0,93;8,29;-13,4;14,37;-1,25;2,22;-4,24;23;-23,91;-4,93;16,24;-3;27,98;20,31;-11,48;17,06;5,27;15,41;33,54;40,96;-2,43;29,11;-10,22;-46,38;48,59;-32,3;-14,32;-5,86;-25,83;54,22;11,5;24,69;15,85;20,95;16,15;-16,95;-15,29;-5,55;-7,44;31,81;23,12;52,85;9,38;22,84;0,43;-19,89;-49,72;32,69;26,19;-80,1;39,06;-15,88;-42,36;-27,43;-12,56;0,32;-7,61;-53,46;-107,15;-20,63;-102,01;9,57;-2,71;129,4;-34,39;-57;-59,36;16,3;44,82;107,75;-19,18;-34,62;-68,34;71,35;17,78;-40,42;21,4;38,42;8,79;-13,85;-26,34;-2,08;55,01;69,67;8,32;-0,78;57,47;8,99;63,33;-13,58;-40,04;-102,03;12,2;-66,12;173,03;16,52;-86,37;94,46;2,94;35,87;49,68;54,68;110,81;-66,34;35,16;-2;-29,62;-187,41;-43,01;524,51;73,03;-266,18;55,99;-38,31;-47,2;-276,74;345,24;-97,24;38,39;-4,52;2;189,95;172,43;101,4;107,87;-20,67;-68,38;23;-85,47;168,82;-122,03;-13,88;-0,62;36,05;-82,62;46,04;-26,41;21,53;3,37;-70,25;16,1;30,06;70,29;217,05;-19,87;-34,03;-368,06;83,8;-3,73;-121,04;-30,4;261,45;3,03;301,98;146,07;32,7;44,3;-107,71;82,97;-240,72;-156,66;113,72;-190,11;71,5
-4,78;-1,3;-1,62;0,45;-8,43;3,87;-1,85;-9,66;7;-7,68;17,95;-1,06;14,39;1,62;12,33;4,41;6,55;3,64;2,3;12,44;10,37;25,88;4,39;-16,91;-4,28;-7,81;13,75;0,28;-2,71;-14,96;-20,61;13,64;4,51;10,86;-0,39;3,94;-4,47;0,54;10,96;-2,58;14,33;18,37;13,28;12,81;15,47;-21,23;-8,5;15,26;22,52;9,43;7,04;-27,07;28,94;-2,24;-33,71;-22,44;-7,09;-10,24;29;34,82;-48,11;53,4;11,99;-13,76;-23,26;-3,5;34,61;-4,73;-8,91;36,54;42,4;13,73;-15,77;6,39;-12,64;-10,79;-60,4;15,6;44,79;19,61;14,76;-6,97;-0,13;-19,53;27,99;-46,81;-8,79;-10,95;-39,9;-43,05;2,47;14,1;21,99;2,24;-20,42;14,64;-23,68;-85,41;11,43;-38,53;90,4;-9,92;-68,46;-45,97;7,65;63,16;-20,62;-23,59;-24,76;-58,99;-76,28;46,98;-86,36;23,39;34,87;28,51;-9,9;-24,25;-0,01;63,57;22,02;40,59;-25,19;62,84;36,42;51,27;-55,42;-73,23;101,37;12,02;-78,15;-14,77;21,6;-117,21;88,85;35,56;69,02;104,1;77,04;-47,64;-80,1;0,86;-9,47;-40,65;23,57;-2,1;-129,62;89,86;-64,66;18,91;-36,12;-31,73;49,5;83,51;-78,23;18,36;9,85;74,99;30,93;-47,24;49,59;100,13;-26,51;-71,01;21,45;-52;41,7;-42,69;30,59;-41,59;41,89;-1,92;28,95;-49,64;-45,68;85,42;-91,09;-82,78;-28,53;110,78;191,41;-7,3;-26,49;125,56;79,12;30,76;-87,54;29,38;209,13;8,65;-47,44;134,69;62,88;-129,69;-75,98;93,41;-73,29;-131,24;135,88;-25,85;38,67
2,1;-1,5;7,04;8,36;-1,87;-4,4;-2,11;-1,44;7,59;-4,04;17,12;11,73;-11,65;19,62;13,94;18,28;20,95;3,79;3,35;15,76;9,24;9,66;-1,73;5,37;6,91;12,94;7,22;-20,62;5,51;-12,64;-4,71;18,59;6,3;18,05;10,71;-25,39;0,17;2,66;25,63;-3,91;8,09;11,63;2,23;3,9;3,19;-15,88;-6,44;7,33;7,1;39,19;29,74;-27,58;-6,34;7,17;-8,16;-14,29;-0,95;3,68;7,27;1,86;3,18;20,98;-6,48;9,37;-16,45;-17,29;6,11;6,03;16,4;31;72,17;44,35;11,36;-3,93;-22,75;-10,61;-70,07;23,08;1,33;-54,49;10,73;14,28;3,2;-37,94;26,1;-61,65;-86,14;43,59;-31,07;-53,73;3,97;-12,28;48,66;5,5;-94,45;-129,73;-48,27;-18;-25,35;-24,68;195,02;14,63;-103,18;-13,63;51,4;48,64;156,85;8,36;-18,08;2,95;28,8;62,03;-85,51;46,39;34,4;23,9;-10,03;-33,25;-27,85;24;111,87;6,34;-42,48;9,12;78,99;53,56;-88,94;-103,38;-61,17;97,53;14,42;187,6;-1,85;-121,58;171,44;-7,92;29,75;46,24;78;-62,7;-108,34;-24,85;-21,91;-56,1;-94,15;-26,35;398,55;32,53;-395,73;39,14;-72,5;13,33;-141,46;497,85;-123,4;-94,9;-12,75;132,18;155,47;149,62;128,92;107,01;26,48;-52,9;38,67;34,84;219,8;-89,35;68,7;-104,97;-2,21;-87,31;21,12;-299,55;-46,16;38,45;-38,16;3,88;-53,93;80,66;231,07;-25,27;-91,95;-295,78;80,95;127,16;-132,02;41,1;388,27;63,23;329,53;233,74;126,52;-90,84;-123,46;123,41;-259,9;-278,86;51,41;-275,98;72,28
6,8;2,63;2,07;15,04;3,41;1,73;-0,03;-10,91;5,53;-3,72;8,44;17,3;-13,82;-4,16;4,33;1,28;13,65;-6,59;4,99;28,96;5,51;-9,53;13,25;14,9;6,15;2,28;4,13;-26,86;2,86;-8,01;-14,69;1,31;5,59;12,79;1,2;-8,54;2,52;-3,87;23,03;10,26;-7,11;-0,22;0,9;4,67;-3,73;1,25;-0,13;7,22;10,69;26,61;20,76;-10,89;-6,96;-8,17;0,8;7,32;5,55;-1,93;-0,32;-9,11;37,37;1,29;-11,15;0,76;-6,02;-28,95;-29,19;36,56;16,31;20,91;38,31;5,27;13,2;-4,73;-23,03;-18,99;-34,01;30,56;-23,6;-16,04;-11,96;9,77;-15,65;-65,5;33,7;-33,87;-77;39,83;-11,08;-68,1;-24,55;-1,77;15,65;-0,71;-56,46;-109,67;-8,05;13,7;-18,77;-14,92;159,3;-13,37;-77,37;4,33;55,64;-2,32;135,35;0,64;-30,95;-23,87;68,33;23,78;-76,55;59,13;45,39;8,87;-0,55;-25,08;-40,52;-37,38;96,89;-31,06;-9,07;-20,96;63,72;41,48;-74,96;-65,46;-87,79;3,37;79,67;153,59;-16,07;-124,57;130,05;-10,3;-21,18;-47,19;74,22;-39;-74,24;38,01;10,5;44,6;-85,15;10,98;397,62;-11,43;-373,98;31,38;-60,43;-7,87;-167,74;438,52;-133,61;-70,12;4,94;44,22;172,76;134,92;102,54;148,73;45,65;-51,09;19,7;-47,59;214,91;-139,21;-16,3;41,69;-2,25;-59,51;26,36;-225,11;-12,53;-20,04;-66,76;2,02;25,72;128,16;277,88;65,93;-64,99;-324,51;147,53;62,6;-182,48;24,31;390,87;49,01;331,29;260,27;38,04;-28,36;-164,7;98,31;-225,13;-253,42;-213,38;-201,54;41,98
